; Temporary Flags
; These temporary flags are are cleared every time a map is loaded. They are used
; for things like shortening an NPCs introduction text if the player already spoke
; to them once.
0x000	TEMP_FLAGS_START
0x35F	FLAG_HIDE_MOSSDEEP_CITY_SPACE_CENTER_2F_STEVEN
0x360	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_ALT_1
0x361	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_ALT_2
0x362	FLAG_HIDE_PETALBURG_GYM_WALLY
0x363	FLAG_UNKNOWN_0x363 ; Set, however has no purpose.
0x364	FLAG_HIDE_LITTLEROOT_TOWN_FAT_MAN
0x365	FLAG_HIDE_SLATEPORT_CITY_STERNS_SHIPYARD_MR_BRINEY
0x366	FLAG_HIDE_LANETTES_HOUSE_LANETTE
0x367	FLAG_HIDE_FALLORBOR_POKEMON_CENTER_LANETTE
0x368	FLAG_HIDE_TRICK_HOUSE_ENTRANCE_MAN
0x369	FLAG_HIDE_LILYCOVE_CONTEST_HALL_BLEND_MASTER_REPLACEMENT
0x36A	FLAG_HIDE_DESERT_UNDERPASS_FOSSIL
0x36B	FLAG_HIDE_ROUTE_111_PLAYER_DESCENT
0x36C	FLAG_HIDE_ROUTE_111_DESERT_FOSSIL
0x36D	FLAG_HIDE_MT_CHIMNEY_TRAINERS
0x36E	FLAG_HIDE_RUSTURF_TUNNEL_AQUA_GRUNT
0x36F	FLAG_HIDE_RUSTURF_TUNNEL_BRINEY
0x370	FLAG_HIDE_RUSTURF_TUNNEL_PEEKO
0x371	FLAG_HIDE_BRINEYS_HOUSE_PEEKO
0x372	FLAG_HIDE_SLATEPORT_CITY_TEAM_AQUA
0x373	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_AQUA_GRUNTS
0x374	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_2F_AQUA_GRUNT_1
0x375	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_2F_AQUA_GRUNT_2
0x376	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_2F_ARCHIE
0x377	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_2F_CAPTAIN_STERN
0x378	FLAG_HIDE_BATTLE_TOWER_OPPONENT
0x379	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_RIVAL
0x37A	FLAG_HIDE_ROUTE_119_TEAM_AQUA
0x37B	FLAG_HIDE_ROUTE_116_MR_BRINEY
0x37C	FLAG_HIDE_WEATHER_INSTITUTE_1F_WORKERS
0x37D	FLAG_HIDE_WEATHER_INSTITUTE_2F_WORKERS
0x37E	FLAG_HIDE_ROUTE_116_WANDAS_BOYFRIEND
0x37F	FLAG_HIDE_LILYCOVE_CONTEST_HALL_CONTEST_ATTENDANT_2
0x380	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_UNKNOWN_0x380
0x381	FLAG_HIDE_ROUTE_101_BIRCH
0x382	FLAG_HIDE_ROUTE_103_BIRCH
0x383	FLAG_HIDE_TRICK_HOUSE_END_MAN
0x384	FLAG_HIDE_ROUTE_110_TEAM_AQUA
0x385	FLAG_HIDE_ROUTE_118_GABBY_AND_TY_2
0x386	FLAG_HIDE_ROUTE_120_GABBY_AND_TY_2
0x387	FLAG_HIDE_ROUTE_111_GABBY_AND_TY_2
0x388	FLAG_HIDE_ROUTE_118_GABBY_AND_TY_3
0x389	FLAG_HIDE_SLATEPORT_CITY_HARBOR_PATRONS
0x38A	FLAG_HIDE_ROUTE_104_WHITE_HERB_FLORIST
0x38B	FLAG_HIDE_FALLARBOR_AZURILL
0x38C	FLAG_HIDE_LILYCOVE_HARBOR_FERRY_ATTENDANT
0x38D	FLAG_HIDE_LILYCOVE_HARBOR_FERRY_SAILOR
0x38E	FLAG_HIDE_SOUTHERN_ISLAND_EON_STONE
0x38F	FLAG_HIDE_SOUTHERN_ISLAND_UNCHOSEN_EON_DUO_MON
0x390	FLAG_HIDE_MAUVILLE_CITY_WATTSON
0x391	FLAG_HIDE_MAUVILLE_GYM_WATTSON
0x392	FLAG_HIDE_ROUTE_121_TEAM_AQUA_GRUNTS
0x393	FLAG_UNKNOWN_0x393 ; Set, however has no purpose.
0x394	FLAG_HIDE_MT_PYRE_SUMMIT_ARCHIE
0x395	FLAG_HIDE_MT_PYRE_SUMMIT_TEAM_AQUA
0x396	FLAG_HIDE_BATTLE_TOWER_REPORTER
0x397	FLAG_HIDE_ROUTE_110_RIVAL
0x398	FLAG_HIDE_CHAMPIONS_ROOM_RIVAL
0x399	FLAG_HIDE_CHAMPIONS_ROOM_BIRCH
0x39A	FLAG_HIDE_ROUTE_110_RIVAL_ON_BIKE
0x39B	FLAG_HIDE_ROUTE_119_RIVAL_ON_BIKE
0x39C	FLAG_HIDE_AQUA_HIDEOUT_GRUNTS
0x39D	FLAG_HIDE_LILYCOVE_MOTEL_GAME_DESIGNERS
0x39E	FLAG_HIDE_MT_CHIMNEY_TEAM_AQUA
0x39F	FLAG_HIDE_MT_CHIMNEY_TEAM_MAGMA
0x3A0	FLAG_HIDE_FALLARBOR_HOUSE_PROF_COZMO
0x3A1	FLAG_HIDE_LAVARIDGE_TOWN_RIVAL
0x3A2	FLAG_HIDE_LAVARIDGE_TOWN_RIVAL_ON_BIKE
0x3A3	FLAG_HIDE_RUSTURF_TUNNEL_ROCK_1
0x3A4	FLAG_HIDE_RUSTURF_TUNNEL_ROCK_2
0x3A5	FLAG_HIDE_FORTREE_CITY_HOUSE_4_WINGULL
0x3A6	FLAG_HIDE_MOSSDEEP_CITY_HOUSE_2_WINGULL
0x3A7	FLAG_HIDE_REGIROCK
0x3A8	FLAG_HIDE_REGICE
0x3A9	FLAG_HIDE_REGISTEEL
0x3AA	FLAG_HIDE_METEOR_FALLS_TEAM_AQUA
0x3AB	FLAG_HIDE_METEOR_FALLS_TEAM_MAGMA
0x3AC	FLAG_HIDE_DEWFORD_HALL_SLUDGE_BOMB_MAN
0x3AD	FLAG_HIDE_SEAFLOOR_CAVERN_ENTRANCE_AQUA_GRUNT
0x3AE	FLAG_HIDE_METEOR_FALLS_1F_1R_COZMO
0x3AF	FLAG_HIDE_AQUA_HIDEOUT_B2F_SUBMARINE_SHADOW
0x3B0	FLAG_HIDE_ROUTE_128_ARCHIE
0x3B1	FLAG_HIDE_ROUTE_128_MAXIE
0x3B2	FLAG_HIDE_SEAFLOOR_CAVERN_AQUA_GRUNTS
0x3B3	FLAG_HIDE_ROUTE_116_DEVON_EMPLOYEE
0x3B4	FLAG_HIDE_SLATEPORT_CITY_TM_SALESMAN
0x3B5	FLAG_HIDE_RUSTBORO_CITY_DEVON_CORP_3F_EMPLOYEE
0x3B6	FLAG_HIDE_SS_TIDAL_CORRIDOR_MR_BRINEY
0x3B7	FLAG_HIDE_SS_TIDAL_ROOMS_SNATCH_GIVER
0x3B8	FLAG_RECEIVED_SHOAL_SALT_1
0x3B9	FLAG_RECEIVED_SHOAL_SALT_2
0x3BA	FLAG_RECEIVED_SHOAL_SALT_3
0x3BB	FLAG_RECEIVED_SHOAL_SALT_4
0x3BC	FLAG_RECEIVED_SHOAL_SHELL_1
0x3BD	FLAG_RECEIVED_SHOAL_SHELL_2
0x3BE	FLAG_RECEIVED_SHOAL_SHELL_3
0x3BF	FLAG_RECEIVED_SHOAL_SHELL_4
0x3C0	FLAG_HIDE_ROUTE_111_SECRET_POWER_MAN
0x3C1	FLAG_HIDE_SLATEPORT_MUSEUM_POPULATION
0x3C2	FLAG_HIDE_LILYCOVE_DEPARTMENT_STORE_ROOFTOP_SALE_WOMAN
0x3C3	FLAG_HIDE_MIRAGE_TOWER_ROOT_FOSSIL
0x3C4	FLAG_HIDE_MIRAGE_TOWER_CLAW_FOSSIL
0x3C5	FLAG_HIDE_SLATEPORT_CITY_OCEANIC_MUSEUM_FAMILIAR_AQUA_GRUNT
0x3C6	FLAG_HIDE_ROUTE_118_STEVEN
0x3C7	FLAG_HIDE_MOSSDEEP_CITY_STEVENS_HOUSE_STEVEN
0x3C8	FLAG_HIDE_MOSSDEEP_CITY_STEVENS_HOUSE_BELDUM_POKEBALL
0x3C9	FLAG_HIDE_FORTREE_CITY_KECLEON
0x3CA	FLAG_HIDE_ROUTE_120_KECLEON_BRIDGE
0x3CB	FLAG_HIDE_LILYCOVE_CITY_RIVAL
0x3CC	FLAG_HIDE_ROUTE_120_STEVEN
0x3CD	FLAG_HIDE_SOOTOPOLIS_CITY_STEVEN
0x3CE	FLAG_HIDE_NEW_MAUVILLE_VOLTORB_1
0x3CF	FLAG_HIDE_NEW_MAUVILLE_VOLTORB_2
0x3D0	FLAG_HIDE_NEW_MAUVILLE_VOLTORB_3
0x3D1	FLAG_HIDE_AQUA_HIDEOUT_B1F_ELECTRODE_1
0x3D2	FLAG_HIDE_AQUA_HIDEOUT_B1F_ELECTRODE_2
0x3D3	FLAG_HIDE_OLDALE_TOWN_RIVAL
0x3D4	FLAG_HIDE_UNDERWATER_SEA_FLOOR_CAVERN_STOLEN_SUBMARINE
0x3D5	FLAG_HIDE_ROUTE_120_KECLEON_BRIDGE_SHADOW
0x3D6	FLAG_HIDE_ROUTE_120_KECLEON_1
0x3D7	FLAG_HIDE_RUSTURF_TUNNEL_WANDA
0x3D8	FLAG_HIDE_VERDANTURF_TOWN_WANDAS_HOUSE_WANDA
0x3D9	FLAG_HIDE_ROUTE_120_KECLEON_2
0x3DA	FLAG_HIDE_ROUTE_120_KECLEON_3
0x3DB	FLAG_HIDE_ROUTE_120_KECLEON_4
0x3DC	FLAG_HIDE_ROUTE_120_KECLEON_5
0x3DD	FLAG_HIDE_ROUTE_119_KECLEON_1
0x3DE	FLAG_HIDE_ROUTE_119_KECLEON_2
0x3DF	FLAG_HIDE_ROUTE_101_BOY
0x3E0	FLAG_HIDE_WEATHER_INSTITUTE_2F_AQUA_GRUNT_M
0x3E1	FLAG_HIDE_LILYCOVE_POKEMON_CENTER_CONTEST_LADY_MON
0x3E2	FLAG_HIDE_MT_CHIMNEY_LAVA_COOKIE_LADY
0x3E3	FLAG_HIDE_PETALBURG_CITY_SCOTT
0x3E4	FLAG_HIDE_SOOTOPOLIS_CITY_RAYQUAZA
0x3E5	FLAG_HIDE_SOOTOPOLIS_CITY_KYOGRE
0x3E6	FLAG_HIDE_SOOTOPOLIS_CITY_GROUDON
0x3E7	FLAG_HIDE_RUSTBORO_CITY_POKEMON_SCHOOL_SCOTT

; Item Ball Flags
0x3E8	FLAG_ITEM_ROUTE_102_POTION
0x3E9	FLAG_ITEM_ROUTE_116_X_SPECIAL
0x3EA	FLAG_ITEM_ROUTE_104_PP_UP
0x3EB	FLAG_ITEM_ROUTE_105_IRON
0x3EC	FLAG_ITEM_ROUTE_106_PROTEIN
0x3ED	FLAG_ITEM_ROUTE_109_PP_UP
0x3EE	FLAG_ITEM_ROUTE_109_RARE_CANDY
0x3EF	FLAG_ITEM_ROUTE_110_DIRE_HIT
0x3F0	FLAG_ITEM_ROUTE_111_TM_37
0x3F1	FLAG_ITEM_ROUTE_111_STARDUST
0x3F2	FLAG_ITEM_ROUTE_111_HP_UP
0x3F3	FLAG_ITEM_ROUTE_112_NUGGET
0x3F4	FLAG_ITEM_ROUTE_113_MAX_ETHER
0x3F5	FLAG_ITEM_ROUTE_113_SUPER_REPEL
0x3F6	FLAG_ITEM_ROUTE_114_RARE_CANDY
0x3F7	FLAG_ITEM_ROUTE_114_PROTEIN
0x3F8	FLAG_ITEM_ROUTE_115_SUPER_POTION
0x3F9	FLAG_ITEM_ROUTE_115_TM_01
0x3FA	FLAG_ITEM_ROUTE_115_IRON
0x3FB	FLAG_ITEM_ROUTE_116_ETHER
0x3FC	FLAG_ITEM_ROUTE_116_REPEL
0x3FD	FLAG_ITEM_ROUTE_116_HP_UP
0x3FE	FLAG_ITEM_ROUTE_117_GREAT_BALL
0x3FF	FLAG_ITEM_ROUTE_117_REVIVE
0x400	FLAG_ITEM_ROUTE_119_SUPER_REPEL
0x401	FLAG_ITEM_ROUTE_119_ZINC
0x402	FLAG_ITEM_ROUTE_119_ELIXIR_1
0x403	FLAG_ITEM_ROUTE_119_LEAF_STONE
0x404	FLAG_ITEM_ROUTE_119_RARE_CANDY
0x405	FLAG_ITEM_ROUTE_119_HYPER_POTION_1
0x406	FLAG_ITEM_ROUTE_120_NUGGET
0x407	FLAG_ITEM_ROUTE_120_FULL_HEAL
0x408	FLAG_ITEM_ROUTE_123_CALCIUM
0x409	FLAG_ITEM_ROUTE_123_RARE_CANDY ; Unused Flag, leftover from R/S. In Emerald this is a hidden item and uses a different flag
0x40A	FLAG_ITEM_ROUTE_127_ZINC
0x40B	FLAG_ITEM_ROUTE_127_CARBOS
0x40C	FLAG_ITEM_ROUTE_132_RARE_CANDY
0x40D	FLAG_ITEM_ROUTE_133_BIG_PEARL
0x40E	FLAG_ITEM_ROUTE_133_STAR_PIECE
0x40F	FLAG_ITEM_PETALBURG_CITY_MAX_REVIVE
0x410	FLAG_ITEM_PETALBURG_CITY_ETHER
0x411	FLAG_ITEM_RUSTBORO_CITY_X_DEFEND
0x412	FLAG_ITEM_LILYCOVE_CITY_MAX_REPEL
0x413	FLAG_ITEM_MOSSDEEP_CITY_NET_BALL
0x414	FLAG_ITEM_METEOR_FALLS_1F_1R_TM_23
0x415	FLAG_ITEM_METEOR_FALLS_1F_1R_FULL_HEAL
0x416	FLAG_ITEM_METEOR_FALLS_1F_1R_MOON_STONE
0x417	FLAG_ITEM_METEOR_FALLS_1F_1R_PP_UP
0x418	FLAG_ITEM_RUSTURF_TUNNEL_POKE_BALL
0x419	FLAG_ITEM_RUSTURF_TUNNEL_MAX_ETHER
0x41A	FLAG_ITEM_GRANITE_CAVE_1F_ESCAPE_ROPE
0x41B	FLAG_ITEM_GRANITE_CAVE_B1F_POKE_BALL
0x41C	FLAG_ITEM_MT_PYRE_5F_LAX_INCENSE
0x41D	FLAG_ITEM_GRANITE_CAVE_B2F_REPEL
0x41E	FLAG_ITEM_GRANITE_CAVE_B2F_RARE_CANDY
0x41F	FLAG_ITEM_PETALBURG_WOODS_X_ATTACK
0x420	FLAG_ITEM_PETALBURG_WOODS_GREAT_BALL
0x421	FLAG_ITEM_ROUTE_104_POKE_BALL
0x422	FLAG_ITEM_PETALBURG_WOODS_ETHER
0x423	FLAG_ITEM_MAGMA_HIDEOUT_3F_3R_ECAPE_ROPE
0x424	FLAG_ITEM_TRICK_HOUSE_PUZZLE_1_ORANGE_MAIL
0x425	FLAG_ITEM_TRICK_HOUSE_PUZZLE_2_HARBOR_MAIL
0x426	FLAG_ITEM_TRICK_HOUSE_PUZZLE_2_WAVE_MAIL
0x427	FLAG_ITEM_TRICK_HOUSE_PUZZLE_3_SHADOW_MAIL
0x428	FLAG_ITEM_TRICK_HOUSE_PUZZLE_3_WOOD_MAIL
0x429	FLAG_ITEM_TRICK_HOUSE_PUZZLE_4_MECH_MAIL
0x42A	FLAG_ITEM_ROUTE_124_YELLOW_SHARD
0x42B	FLAG_ITEM_TRICK_HOUSE_PUZZLE_6_GLITTER_MAIL
0x42C	FLAG_ITEM_TRICK_HOUSE_PUZZLE_7_TROPIC_MAIL
0x42D	FLAG_ITEM_TRICK_HOUSE_PUZZLE_8_BEAD_MAIL
0x42E	FLAG_ITEM_JAGGED_PASS_BURN_HEAL
0x42F	FLAG_ITEM_AQUA_HIDEOUT_B1F_MAX_ELIXIR
0x430	FLAG_ITEM_AQUA_HIDEOUT_B2F_NEST_BALL
0x431	FLAG_ITEM_MT_PYRE_EXTERIOR_MAX_POTION
0x432	FLAG_ITEM_MT_PYRE_EXTERIOR_TM_48
0x433	FLAG_ITEM_NEW_MAUVILLE_ULTRA_BALL
0x434	FLAG_ITEM_NEW_MAUVILLE_ESCAPE_ROPE
0x435	FLAG_ITEM_ABANDONED_SHIP_HIDDEN_FLOOR_ROOM_6_LUXURY_BALL
0x436	FLAG_ITEM_ABANDONED_SHIP_HIDDEN_FLOOR_ROOM_4_SCANNER
0x437	FLAG_ITEM_SCORCHED_SLAB_TM_11
0x438	FLAG_ITEM_METEOR_FALLS_B1F_2R_TM_02
0x439	FLAG_ITEM_SHOAL_CAVE_ENTRANCE_BIG_PEARL
0x43A	FLAG_ITEM_SHOAL_CAVE_INNER_ROOM_RARE_CANDY
0x43B	FLAG_ITEM_SHOAL_CAVE_STAIRS_ROOM_ICE_HEAL
0x43C	FLAG_ITEM_VICTORY_ROAD_1F_MAX_ELIXIR
0x43D	FLAG_ITEM_VICTORY_ROAD_1F_PP_UP
0x43E	FLAG_ITEM_VICTORY_ROAD_B1F_TM_29
0x43F	FLAG_ITEM_VICTORY_ROAD_B1F_FULL_RESTORE
0x440	FLAG_ITEM_VICTORY_ROAD_B2F_FULL_HEAL
0x441	FLAG_ITEM_MT_PYRE_6F_TM_30
0x442	FLAG_ITEM_SEAFLOOR_CAVERN_ROOM_9_TM_26
0x443	FLAG_ITEM_FIERY_PATH_TM06
0x444	FLAG_ITEM_ROUTE_124_RED_SHARD
0x445	FLAG_ITEM_ROUTE_124_BLUE_SHARD
0x446	FLAG_ITEM_SAFARI_ZONE_NORTH_WEST_TM_22
0x447	FLAG_ITEM_ABANDONED_SHIP_ROOMS_1F_HARBOR_MAIL
0x448	FLAG_ITEM_ABANDONED_SHIP_ROOMS_B1F_ESCAPE_ROPE
0x449	FLAG_ITEM_ABANDONED_SHIP_ROOMS_2_B1F_DIVE_BALL
0x44A	FLAG_ITEM_ABANDONED_SHIP_ROOMS_B1F_TM_13
0x44B	FLAG_ITEM_ABANDONED_SHIP_ROOMS_2_1F_REVIVE
0x44C	FLAG_ITEM_ABANDONED_SHIP_CAPTAINS_OFFICE_STORAGE_KEY
0x44D	FLAG_ITEM_ABANDONED_SHIP_HIDDEN_FLOOR_ROOM_3_WATER_STONE
0x44E	FLAG_ITEM_ABANDONED_SHIP_HIDDEN_FLOOR_ROOM_1_TM_18
0x44F	FLAG_ITEM_ROUTE_121_CARBOS
0x450	FLAG_ITEM_ROUTE_123_ULTRA_BALL
0x451	FLAG_ITEM_ROUTE_126_GREEN_SHARD
0x452	FLAG_ITEM_ROUTE_119_HYPER_POTION_2
0x453	FLAG_ITEM_ROUTE_120_HYPER_POTION
0x454	FLAG_ITEM_ROUTE_120_NEST_BALL
0x455	FLAG_ITEM_ROUTE_123_ELIXIR
0x456	FLAG_ITEM_NEW_MAUVILLE_THUNDER_STONE
0x457	FLAG_ITEM_FIERY_PATH_FIRE_STONE
0x458	FLAG_ITEM_SHOAL_CAVE_ICE_ROOM_TM_07
0x459	FLAG_ITEM_SHOAL_CAVE_ICE_ROOM_NEVER_MELT_ICE
0x45A	FLAG_ITEM_ROUTE_103_GUARD_SPEC
0x45B	FLAG_ITEM_ROUTE_104_X_ACCURACY
0x45C	FLAG_ITEM_MAUVILLE_CITY_X_SPEED
0x45D	FLAG_ITEM_PETALBURD_WOODS_PARALYZE_HEAL
0x45E	FLAG_ITEM_ROUTE_115_GREAT_BALL
0x45F	FLAG_ITEM_SAFARI_ZONE_NORTH_CALCIUM
0x460	FLAG_ITEM_MT_PYRE_3F_SUPER_REPEL
0x461	FLAG_ITEM_ROUTE_118_HYPER_POTION
0x462	FLAG_ITEM_NEW_MAUVILLE_FULL_HEAL
0x463	FLAG_ITEM_NEW_MAUVILLE_PARALYZE_HEAL
0x464	FLAG_ITEM_AQUA_HIDEOUT_B1F_MASTER_BALL
0x465	FLAG_ITEM_OLD_MAGMA_HIDEOUT_B1F_MASTER_BALL ; Unused Flag, leftover from the Ruby Magma hideout
0x466	FLAG_ITEM_OLD_MAGMA_HIDEOUT_B1F_MAX_ELIXIR ; Unused Flag, leftover from the Ruby Magma hideout
0x467	FLAG_ITEM_OLD_MAGMA_HIDEOUT_B2F_NEST_BALL ; Unused Flag, leftover from the Ruby Magma hideout
0x468	FLAG_UNUSED_0x468 ; Unused Flag
0x469	FLAG_ITEM_MT_PYRE_2F_ULTRA_BALL
0x46A	FLAG_ITEM_MT_PYRE_4F_SEA_INCENSE
0x46B	FLAG_ITEM_SAFARI_ZONE_SOUTH_WEST_MAX_REVIVE
0x46C	FLAG_ITEM_AQUA_HIDEOUT_B1F_NUGGET
0x46D	FLAG_ITEM_MOSSDEEP_STEVENS_HOUSE_HM08 ; Unused Flag, leftover from R/S. HM08 is given to the player directly in Emerald
0x46E	FLAG_ITEM_ROUTE_119_NUGGET
0x46F	FLAG_ITEM_ROUTE_104_POTION
0x470	FLAG_UNUSED_0x470 ; Unused Flag
0x471	FLAG_ITEM_ROUTE_103_PP_UP
0x472	FLAG_UNUSED_0x472 ; Unused Flag
0x473	FLAG_ITEM_ROUTE_108_STAR_PIECE
0x474	FLAG_ITEM_ROUTE_109_POTION
0x475	FLAG_ITEM_ROUTE_110_ELIXIR
0x476	FLAG_ITEM_ROUTE_111_ELIXIR
0x477	FLAG_ITEM_ROUTE_113_HYPER_POTION
0x478	FLAG_ITEM_ROUTE_115_HEAL_POWDER
0x479	FLAG_UNUSED_0x479 ; Unused Flag
0x47A	FLAG_ITEM_ROUTE_116_POTION
0x47B	FLAG_ITEM_ROUTE_119_ELIXIR_2
0x47C	FLAG_ITEM_ROUTE_120_REVIVE
0x47D	FLAG_ITEM_ROUTE_121_REVIVE
0x47E	FLAG_ITEM_ROUTE_121_ZINC
0x47F	FLAG_ITEM_MAGMA_HIDEOUT_1F_RARE_CANDY
0x480	FLAG_ITEM_ROUTE_123_PP_UP
0x481	FLAG_ITEM_ROUTE_123_REVIVAL_HERB
0x482	FLAG_ITEM_ROUTE_125_BIG_PEARL
0x483	FLAG_ITEM_ROUTE_127_RARE_CANDY
0x484	FLAG_ITEM_ROUTE_132_PROTEIN
0x485	FLAG_ITEM_ROUTE_133_MAX_REVIVE
0x486	FLAG_ITEM_ROUTE_134_CARBOS
0x487	FLAG_ITEM_ROUTE_134_STAR_PIECE
0x488	FLAG_ITEM_ROUTE_114_ENERGY_POWDER
0x489	FLAG_ITEM_ROUTE_115_PP_UP
0x48A	FLAG_ITEM_ARTISAN_CAVE_B1F_HP_UP
0x48B	FLAG_ITEM_ARTISAN_CAVE_1F_CARBOS
0x48C	FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_MAX_ELIXIR
0x48D	FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_FULL_RESTORE
0x48E	FLAG_ITEM_MAGMA_HIDEOUT_3F_1R_NUGGET
0x48F	FLAG_ITEM_MAGMA_HIDEOUT_3F_2R_PP_MAX
0x490	FLAG_ITEM_MAGMA_HIDEOUT_4F_MAX_REVIVE
0x491	FLAG_ITEM_SAFARI_ZONE_NORTH_EAST_NUGGET
0x492	FLAG_ITEM_SAFARI_ZONE_SOUTH_EAST_BIG_PEARL

0x493	FLAG_UNUSED_0x493 ; Unused Flag
0x494	FLAG_UNUSED_0x494 ; Unused Flag
0x495	FLAG_UNUSED_0x495 ; Unused Flag
0x496	FLAG_UNUSED_0x496 ; Unused Flag
0x497	FLAG_UNUSED_0x497 ; Unused Flag
0x498	FLAG_UNUSED_0x498 ; Unused Flag
0x499	FLAG_UNUSED_0x499 ; Unused Flag
0x49A	FLAG_UNUSED_0x49A ; Unused Flag
0x49B	FLAG_UNUSED_0x49B ; Unused Flag
0x49C	FLAG_UNUSED_0x49C ; Unused Flag
0x49D	FLAG_UNUSED_0x49D ; Unused Flag
0x49E	FLAG_UNUSED_0x49E ; Unused Flag
0x49F	FLAG_UNUSED_0x49F ; Unused Flag
0x4A0	FLAG_UNUSED_0x4A0 ; Unused Flag
0x4A1	FLAG_UNUSED_0x4A1 ; Unused Flag
0x4A2	FLAG_UNUSED_0x4A2 ; Unused Flag
0x4A3	FLAG_UNUSED_0x4A3 ; Unused Flag
0x4A4	FLAG_UNUSED_0x4A4 ; Unused Flag
0x4A5	FLAG_UNUSED_0x4A5 ; Unused Flag
0x4A6	FLAG_UNUSED_0x4A6 ; Unused Flag
0x4A7	FLAG_UNUSED_0x4A7 ; Unused Flag
0x4A8	FLAG_UNUSED_0x4A8 ; Unused Flag
0x4A9	FLAG_UNUSED_0x4A9 ; Unused Flag
0x4AA	FLAG_UNUSED_0x4AA ; Unused Flag
0x4AB	FLAG_UNUSED_0x4AB ; Unused Flag
0x4AC	FLAG_UNUSED_0x4AC ; Unused Flag
0x4AD	FLAG_UNUSED_0x4AD ; Unused Flag
0x4AE	FLAG_UNUSED_0x4AE ; Unused Flag
0x4AF	FLAG_UNUSED_0x4AF ; Unused Flag
0x4B0	FLAG_UNUSED_0x4B0 ; Unused Flag
0x4B1	FLAG_UNUSED_0x4B1 ; Unused Flag
0x4B2	FLAG_UNUSED_0x4B2 ; Unused Flag
0x4B3	FLAG_UNUSED_0x4B3 ; Unused Flag
0x4B4	FLAG_UNUSED_0x4B4 ; Unused Flag
0x4B5	FLAG_UNUSED_0x4B5 ; Unused Flag
0x4B6	FLAG_UNUSED_0x4B6 ; Unused Flag
0x4B7	FLAG_UNUSED_0x4B7 ; Unused Flag
0x4B8	FLAG_UNUSED_0x4B8 ; Unused Flag
0x4B9	FLAG_UNUSED_0x4B9 ; Unused Flag
0x4BA	FLAG_UNUSED_0x4BA ; Unused Flag
0x4BB	FLAG_UNUSED_0x4BB ; Unused Flag
0x4BC	FLAG_UNUSED_0x4BC ; Unused Flag
0x4BD	FLAG_UNUSED_0x4BD ; Unused Flag
0x4BE	FLAG_UNUSED_0x4BE ; Unused Flag
0x4BF	FLAG_UNUSED_0x4BF ; Unused Flag
0x4C0	FLAG_UNUSED_0x4C0 ; Unused Flag
0x4C1	FLAG_UNUSED_0x4C1 ; Unused Flag
0x4C2	FLAG_UNUSED_0x4C2 ; Unused Flag
0x4C3	FLAG_UNUSED_0x4C3 ; Unused Flag
0x4C4	FLAG_UNUSED_0x4C4 ; Unused Flag
0x4C5	FLAG_UNUSED_0x4C5 ; Unused Flag
0x4C6	FLAG_UNUSED_0x4C6 ; Unused Flag
0x4C7	FLAG_UNUSED_0x4C7 ; Unused Flag
0x4C8	FLAG_UNUSED_0x4C8 ; Unused Flag
0x4C9	FLAG_UNUSED_0x4C9 ; Unused Flag
0x4CA	FLAG_UNUSED_0x4CA ; Unused Flag
0x4CB	FLAG_UNUSED_0x4CB ; Unused Flag
0x4CC	FLAG_UNUSED_0x4CC ; Unused Flag
0x4CD	FLAG_UNUSED_0x4CD ; Unused Flag
0x4CE	FLAG_UNUSED_0x4CE ; Unused Flag
0x4CF	FLAG_UNUSED_0x4CF ; Unused Flag
0x4D0	FLAG_UNUSED_0x4D0 ; Unused Flag
0x4D1	FLAG_UNUSED_0x4D1 ; Unused Flag
0x4D2	FLAG_UNUSED_0x4D2 ; Unused Flag
0x4D3	FLAG_UNUSED_0x4D3 ; Unused Flag
0x4D4	FLAG_UNUSED_0x4D4 ; Unused Flag
0x4D5	FLAG_UNUSED_0x4D5 ; Unused Flag
0x4D6	FLAG_UNUSED_0x4D6 ; Unused Flag
0x4D7	FLAG_UNUSED_0x4D7 ; Unused Flag
0x4D8	FLAG_UNUSED_0x4D8 ; Unused Flag
0x4D9	FLAG_UNUSED_0x4D9 ; Unused Flag
0x4DA	FLAG_UNUSED_0x4DA ; Unused Flag
0x4DB	FLAG_UNUSED_0x4DB ; Unused Flag
0x4DC	FLAG_UNUSED_0x4DC ; Unused Flag
0x4DD	FLAG_UNUSED_0x4DD ; Unused Flag
0x4DE	FLAG_UNUSED_0x4DE ; Unused Flag
0x4DF	FLAG_UNUSED_0x4DF ; Unused Flag
0x4E0	FLAG_UNUSED_0x4E0 ; Unused Flag
0x4E1	FLAG_UNUSED_0x4E1 ; Unused Flag
0x4E2	FLAG_UNUSED_0x4E2 ; Unused Flag
