//----------------------------------------------------------------------	
//	汎用フラグ
//	(    1         -     99        )
//----------------------------------------------------------------------	
0x000	// FH_00
0x632	TR_ELITEW_05
0x633	TR_VETERAN_05
0x634	TR_VETERAN_06
0x635	TR_DRAGON_03
0x636	TR_DRAGON_04
0x637	TR_KARATE_09
0x638	TR_BIRD_05
0x639	TR_ESPM_04
0x63A	TR_ESPW_04
0x63B	TR_DOUBLETEAM_02
0x63C	TR_DOUBLETEAM_03
0x63D	TR_TANPAN_10
0x63E	TR_MINI_05
0x63F	TR_VETERAN_07
0x640	TR_FISHING_17
0x641	TR_SAILOR_04
0x642	TR_SISTER_04
0x643	TR_TANPAN_11
0x644	TR_TANPAN_12
0x645	TR_LEADER1_01
0x646	TR_RIVAL_01
0x647	TR_RIVAL_02
0x648	TR_RIVAL_03
0x649	TR_LEADER7_01
0x64A	TR_ELITEW_06
0x64B	TR_CAMPB_06
0x64C	TR_CAMPB_07
0x64D	TR_CAMPB_08
0x64E	TR_CAMPB_09
0x64F	TR_WORKER_07
0x650	TR_WORKER_08
0x651	TR_KARATE_10
0x652	TR_AROMA_04
0x653	TR_AROMA_05
0x654	TR_BIGFOUR1_01
0x655	TR_BIGFOUR2_01
0x656	TR_BIGFOUR3_01
0x657	TR_BIGFOUR4_01
0x658	TR_CAMPB_10
0x659	TR_CAMPB_11
0x65A	TR_CHAMPION_01
0x65B	TR_COLDELITEM_06
0x65C	TR_COLDELITEM_07
0x65D	TR_COLDELITEW_06
0x65E	TR_COLDELITEW_07
0x65F	TR_COLLECTOR_02
0x660	TR_COLLECTOR_03
0x661	TR_COLLECTOR_04
0x662	TR_COLLECTOR_05
0x663	TR_COLLECTOR_06
0x664	TR_DRAGON_05
0x665	TR_ELITEM_06
0x666	TR_ELITEM_07
0x667	TR_ELITEM_08
0x668	TR_ELITEM_09
0x669	TR_ELITEM_10
0x66A	TR_ELITEW_07
0x66B	TR_ELITEW_08
0x66C	TR_ELITEW_09
0x66D	TR_ELITEW_10
0x66E	TR_ELITEW_11
0x66F	TR_ESPM_05
0x670	TR_ESPW_05
0x671	TR_FAMILY_01
0x672	TR_FARMER_01
0x673	TR_FARMER_02
0x674	TR_FISHING_18
0x675	TR_FUTAGO_03
0x676	TR_GINGALEADER1_01
0x677	TR_GINGAM_01
0x678	TR_GINGAM_02
0x679	TR_GINGAM_03
0x67A	TR_GINGAM_04
0x67B	TR_GUITARIST_03
0x67C	TR_GUITARIST_04
0x67D	TR_GUITARIST_05
0x67E	TR_GUITARIST_06
0x67F	TR_ISEKI_04
0x680	TR_ISEKI_05
0x681	TR_JOGGER_04
0x682	TR_JOGGER_05
0x683	TR_JOGGER_06
0x684	TR_KARATE_11
0x685	TR_KARATE_12
0x686	TR_KARATE_13
0x687	TR_KARATE_14
0x688	TR_KARATE_15
0x689	TR_KARATE_16
0x68A	TR_LEADER2_01
0x68B	TR_LEADER3_01
0x68C	TR_LEADER4_01
0x68D	TR_LEADER5_01
0x68E	TR_LEADER6_01
0x68F	TR_LEADER8_01
0x690	TR_MINI_06
0x691	TR_MINI_07
0x692	TR_MINI_08
0x693	TR_MINI_09
0x694	TR_MINI_10
0x695	TR_MOUNT_09
0x696	TR_PARASOL_01
0x697	TR_PARASOL_02
0x698	TR_PICNICG_06
0x699	TR_PICNICG_07
0x69A	TR_POKEGIRL_02
0x69B	TR_POLICE_05
0x69C	TR_POLICE_06
0x69D	TR_PRINCE_02
0x69E	TR_PRINCE_03
0x69F	TR_PRINCESS_02
0x6A0	TR_SAILOR_05
0x6A1	TR_SAILOR_06
0x6A2	TR_SAILOR_07
0x6A3	TR_SCHOOLB_02
0x6A4	TR_SCHOOLB_03
0x6A5	TR_SCHOOLB_04
0x6A6	TR_SCHOOLG_02
0x6A7	TR_SCHOOLG_03
0x6A8	TR_SCHOOLG_04
0x6A9	TR_SISTER_05
0x6AA	TR_SISTER_06
0x6AB	TR_SISTER_07
0x6AC	TR_SKIERM_05
0x6AD	TR_SKIERW_05
0x6AE	TR_SWIMMERM_17
0x6AF	TR_SWIMMERM_18
0x6B0	TR_SWIMMERW_16
0x6B1	TR_SWIMMERW_17
0x6B2	TR_TANPAN_13
0x6B3	TR_TANPAN_14
0x6B4	TR_TANPAN_15
0x6B5	TR_UKIWAB_02
0x6B6	TR_UKIWAB_03
0x6B7	TR_UKIWAG_02
0x6B8	TR_UKIWAG_03
0x6B9	TR_VETERAN_08
0x6BA	TR_WAITER_01
0x6BB	TR_WAITER_02
0x6BC	TR_WAITER_03
0x6BD	TR_WAITRESS_02
0x6BE	TR_WORKER_09
0x6BF	TR_INTERVIEW_01
0x6C0	TR_CAMERAMAN_01
0x6C1	TR_REPORTER_01
0x6C2	TR_IDOL_01
0x6C3	TR_BATTLEG_05
0x6C4	TR_BIRD_06
0x6C5	TR_BREEDERM_03
0x6C6	TR_BREEDERW_03
0x6C7	TR_CAMERAMAN_02
0x6C8	TR_CAMPB_12
0x6C9	TR_CAMPB_13
0x6CA	TR_CAMPB_14
0x6CB	TR_CAMPB_15
0x6CC	TR_COLLECTOR_07
0x6CD	TR_COLLECTOR_08
0x6CE	TR_COLLECTOR_09
0x6CF	TR_DAISUKIM_03
0x6D0	TR_DAISUKIW_03
0x6D1	TR_DRAGON_06
0x6D2	TR_ELITEM_11
0x6D3	TR_ELITEM_12
0x6D4	TR_ELITEM_13
0x6D5	TR_ELITEM_14
0x6D6	TR_ELITEW_12
0x6D7	TR_ELITEW_13
0x6D8	TR_ELITEW_14
0x6D9	TR_ELITEW_15
0x6DA	TR_ESPM_06
0x6DB	TR_ESPM_07
0x6DC	TR_ESPM_08
0x6DD	TR_ESPW_06
0x6DE	TR_ESPW_07
0x6DF	TR_ESPW_08
0x6E0	TR_FISHING_19
0x6E1	TR_GENTLE_02
0x6E2	TR_GINGALBOSS_01
0x6E3	TR_GINGALBOSS_02
0x6E4	TR_GINGALEADER1_02
0x6E5	TR_GINGALEADER2_01
0x6E6	TR_GINGALEADER2_02
0x6E7	TR_GINGALEADER3_01
0x6E8	TR_GINGALEADER3_02
0x6E9	TR_GINGAM_05
0x6EA	TR_GINGAM_06
0x6EB	TR_GINGAM_07
0x6EC	TR_GINGAM_08
0x6ED	TR_GINGAM_09
0x6EE	TR_GINGAM_10
0x6EF	TR_GINGAM_11
0x6F0	TR_GINGAM_12
0x6F1	TR_GINGAM_13
0x6F2	TR_GINGAM_14
0x6F3	TR_GINGAM_15
0x6F4	TR_GINGAW_01
0x6F5	TR_GINGAW_02
0x6F6	TR_GINGAW_03
0x6F7	TR_GINGAW_04
0x6F8	TR_GINGAW_05
0x6F9	TR_GINGAW_06
0x6FA	TR_GINGAW_07
0x6FB	TR_GINGAW_08
0x6FC	TR_GINGAW_09
0x6FD	TR_GINGAW_10
0x6FE	TR_GUITARIST_07
0x6FF	TR_GUITARIST_08
0x700	TR_GUITARIST_09
0x701	TR_GUITARIST_10
0x702	TR_GUITARIST_11
0x703	TR_GUITARIST_12
0x704	TR_IDOL_02
0x705	TR_IDOL_03
0x706	TR_IDOL_04
0x707	TR_IDOL_05
0x708	TR_ISEKI_06
0x709	TR_ISEKI_07
0x70A	TR_ISEKI_08
0x70B	TR_KARATE_17
0x70C	TR_KARATE_18
0x70D	TR_KARATE_19
0x70E	TR_KARATE_20
0x70F	TR_MADAM_02
0x710	TR_MINI_11
0x711	TR_MINI_12
0x712	TR_MOUNT_10
0x713	TR_MOUNT_11
0x714	TR_MOUNT_12
0x715	TR_MOUNT_13
0x716	TR_MOUNT_14
0x717	TR_PICNICG_08
0x718	TR_PICNICG_09
0x719	TR_PICNICG_10
0x71A	TR_PICNICG_11
0x71B	TR_PIERROT_02
0x71C	TR_PIERROT_03
0x71D	TR_PIERROT_04
0x71E	TR_PIERROT_05
0x71F	TR_PIERROT_06
0x720	TR_POKEGIRL_03
0x721	TR_POLICE_07
0x722	TR_PRINCE_04
0x723	TR_PRINCE_05
0x724	TR_PRINCESS_03
0x725	TR_RIVAL_04
0x726	TR_RIVAL_05
0x727	TR_RIVAL_06
0x728	TR_RIVAL_07
0x729	TR_RIVAL_08
0x72A	TR_RIVAL_09
0x72B	TR_RIVAL_10
0x72C	TR_RIVAL_11
0x72D	TR_RIVAL_12
0x72E	TR_RIVAL_13
0x72F	TR_RIVAL_14
0x730	TR_RIVAL_15
0x731	TR_SAILOR_08
0x732	TR_SAILOR_09
0x733	TR_SCHOOLB_05
0x734	TR_SCHOOLG_05
0x735	TR_SCIENTIST_06
0x736	TR_SCIENTIST_07
0x737	TR_SHINOBI_08
0x738	TR_SHINOBI_09
0x739	TR_SHINOBI_10
0x73A	TR_SISTER_08
0x73B	TR_SISTER_09
0x73C	TR_SWIMMERM_19
0x73D	TR_SWIMMERW_18
0x73E	TR_TANPAN_16
0x73F	TR_TANPAN_17
0x740	TR_UKIWAB_04
0x741	TR_UKIWAG_04
0x742	TR_VETERAN_09
0x743	TR_VETERAN_10
0x744	TR_WAITER_04
0x745	TR_WORKER_10
0x746	TR_WORKER_11
0x747	TR_WORKER_12
0x748	TR_WORKER_13
0x749	TR_WORKER_14
0x74A	TR_GINGAM_16
0x74B	TR_GINGAM_17
0x74C	TR_GINGAM_18
0x74D	TR_GINGAM_19
0x74E	TR_GINGAM_20
0x74F	TR_GINGAM_21
0x750	TR_GINGAM_22
0x751	TR_GINGAM_23
0x752	TR_GINGAM_24
0x753	TR_GINGAM_25
0x754	TR_GINGAM_26
0x755	TR_GINGAM_27
0x756	TR_GINGAM_28
0x757	TR_GINGAM_29
0x758	TR_GINGAM_30
0x759	TR_GINGAW_11
0x75A	TR_GINGAW_12
0x75B	TR_GINGAW_13
0x75C	TR_GINGAW_14
0x75D	TR_GINGAW_15
0x75E	TR_GINGAW_16
0x75F	TR_GINGALEADER1_03
0x760	TR_HEADS_03
0x761	TR_DAISUKIM_04
0x762	TR_DAISUKIW_04
0x763	TR_TANPAN_18
0x764	TR_FAMILY_02
0x765	TR_LOVELOVE_05
0x766	TR_AROMA_06
0x767	TR_ARTIST_03
0x768	TR_BREEDERW_04
0x769	TR_CAMERAMAN_03
0x76A	TR_COLLECTOR_10
0x76B	TR_DAISUKIW_05
0x76C	TR_GAMBLER_03
0x76D	TR_GENTLE_03
0x76E	TR_MADAM_03
0x76F	TR_MINI_13
0x770	TR_PRINCE_06
0x771	TR_PRINCESS_04
0x772	TR_REPORTER_02
0x773	TR_SCHOOLB_06
0x774	TR_SCIENTIST_08
0x775	TR_SISTER_10
0x776	TR_SISTER_11
0x777	TR_VETERAN_11
0x778	TR_ISEKI_09
0x779	TR_BIRD_07
0x77A	TR_BIRD_08
0x77B	TR_BIRD_09
0x77C	TR_DRAGON_07
0x77D	TR_DRAGON_08
0x77E	TR_DRAGON_09
0x77F	TR_DRAGON_10
0x780	TR_DRAGON_11
0x781	TR_DRAGON_12
0x782	TR_ELITEM_15
0x783	TR_ELITEM_16
0x784	TR_ELITEM_17
0x785	TR_ELITEM_18
0x786	TR_ELITEM_19
0x787	TR_ELITEM_20
0x788	TR_ELITEM_21
0x789	TR_ELITEM_22
0x78A	TR_ELITEM_23
0x78B	TR_ELITEM_24
0x78C	TR_ELITEW_16
0x78D	TR_ELITEW_17
0x78E	TR_ELITEW_18
0x78F	TR_ELITEW_19
0x790	TR_ELITEW_20
0x791	TR_ELITEW_21
0x792	TR_ELITEW_22
0x793	TR_ELITEW_23
0x794	TR_ELITEW_24
0x795	TR_ELITEW_25
0x796	TR_ESPM_09
0x797	TR_ESPM_10
0x798	TR_ESPW_09
0x799	TR_ESPW_10
0x79A	TR_KARATE_21
0x79B	TR_KARATE_22
0x79C	TR_KARATE_23
0x79D	TR_KARATE_24
0x79E	TR_RANGERM_03
0x79F	TR_RANGERM_04
0x7A0	TR_RANGERM_05
0x7A1	TR_RANGERW_03
0x7A2	TR_RANGERW_04
0x7A3	TR_RANGERW_05
0x7A4	TR_SWIMMERM_20
0x7A5	TR_SWIMMERM_21
0x7A6	TR_SWIMMERM_22
0x7A7	TR_SWIMMERM_23
0x7A8	TR_SWIMMERW_19
0x7A9	TR_SWIMMERW_20
0x7AA	TR_SWIMMERW_21
0x7AB	TR_SWIMMERW_22
0x7AC	TR_VETERAN_12
0x7AD	TR_VETERAN_13
0x7AE	TR_RIVAL_16
0x7AF	TR_BTFIVE1_01
0x7B0	TR_BTFIVE2_01
0x7B1	TR_BTFIVE3_01
0x7B2	TR_BTFIVE4_01
0x7B3	TR_BTFIVE5_01
0x7B4	TR_HERO_01
0x7B5	TR_HERO_02
0x7B6	TR_HERO_03
0x7B7	TR_HEROINE_01
0x7B8	TR_HEROINE_02
0x7B9	TR_HEROINE_03
0x7BA	TR_RIVAL_17
0x7BB	TR_RIVAL_18
0x7BC	TR_HERO_06
0x7BD	TR_HERO_04
0x7BE	TR_HERO_05
0x7BF	TR_HEROINE_06
0x7C0	TR_HEROINE_04
0x7C1	TR_HEROINE_05
0x7C2	TR_AROMA_07
0x7C3	TR_AROMA_08
0x7C4	TR_AROMA_09
0x7C5	TR_ARTIST_04
0x7C6	TR_ARTIST_05
0x7C7	TR_ARTIST_06
0x7C8	TR_BATTLEG_06
0x7C9	TR_BATTLEG_07
0x7CA	TR_BATTLEG_08
0x7CB	TR_BIRD_10
0x7CC	TR_BIRD_11
0x7CD	TR_BIRD_12
0x7CE	TR_BREEDERM_04
0x7CF	TR_BREEDERM_05
0x7D0	TR_BREEDERM_06
0x7D1	TR_BREEDERW_05
0x7D2	TR_BREEDERW_06
0x7D3	TR_BREEDERW_07
0x7D4	TR_CAMPB_16
0x7D5	TR_CAMPB_17
0x7D6	TR_CAMPB_18
0x7D7	TR_COLDELITEM_08
0x7D8	TR_COLDELITEW_08
0x7D9	TR_COLLECTOR_11
0x7DA	TR_COWGIRL_03
0x7DB	TR_COWGIRL_04
0x7DC	TR_CYCLINGM_05
0x7DD	TR_CYCLINGM_06
0x7DE	TR_CYCLINGM_07
0x7DF	TR_CYCLINGW_05
0x7E0	TR_CYCLINGW_06
0x7E1	TR_CYCLINGW_07
0x7E2	TR_DRAGON_13
0x7E3	TR_DRAGON_14
0x7E4	TR_DRAGON_15
0x7E5	TR_DRAGON_16
0x7E6	TR_ELITEM_25
0x7E7	TR_ELITEM_26
0x7E8	TR_ELITEM_27
0x7E9	TR_ELITEM_28
0x7EA	TR_ELITEM_29
0x7EB	TR_ELITEW_26
0x7EC	TR_ELITEW_27
0x7ED	TR_ELITEW_28
0x7EE	TR_ELITEW_29
0x7EF	TR_ELITEW_30
0x7F0	TR_ESPM_11
0x7F1	TR_ESPM_12
0x7F2	TR_ESPM_13
0x7F3	TR_ESPM_14
0x7F4	TR_ESPW_11
0x7F5	TR_ESPW_12
0x7F6	TR_ESPW_13
0x7F7	TR_ESPW_14
0x7F8	TR_FARMER_03
0x7F9	TR_FARMER_04
0x7FA	TR_FISHING_20
0x7FB	TR_FISHING_21
0x7FC	TR_FISHING_22
0x7FD	TR_FISHING_23
0x7FE	TR_FUTAGO_04
0x7FF	TR_FUTAGO_05
0x800	TR_GAMBLER_04
0x801	TR_GAMBLER_05
0x802	TR_GENTLE_04
0x803	TR_GENTLE_05
0x804	TR_GENTLE_06
0x805	TR_GUITARIST_14
0x806	TR_ISEKI_10
0x807	TR_ISEKI_11
0x808	TR_JOGGER_07
0x809	TR_JOGGER_08
0x80A	TR_KARATE_25
0x80B	TR_KARATE_26
0x80C	TR_MADAM_04
0x80D	TR_MADAM_05
0x80E	TR_MINI_14
0x80F	TR_MINI_15
0x810	TR_MINI_16
0x811	TR_MINI_17
0x812	TR_MINI_18
0x813	TR_MINI_19
0x814	TR_MOUNT_15
0x815	TR_MOUNT_16
0x816	TR_MOUNT_17
0x817	TR_MUSHI_05
0x818	TR_MUSHI_06
0x819	TR_MUSHI_07
0x81A	TR_PARASOL_03
0x81B	TR_PARASOL_04
0x81C	TR_PARASOL_05
0x81D	TR_PICNICG_12
0x81E	TR_PICNICG_13
0x81F	TR_PICNICG_14
0x820	TR_POKEGIRL_04
0x821	TR_POKEGIRL_05
0x822	TR_POKEGIRL_06
0x823	TR_POLICE_09
0x824	TR_POLICE_10
0x825	TR_POLICE_11
0x826	TR_PRINCE_07
0x827	TR_PRINCE_08
0x828	TR_PRINCESS_05
0x829	TR_PRINCESS_06
0x82A	TR_PRINCESS_07
0x82B	TR_RANGERM_06
0x82C	TR_RANGERM_07
0x82D	TR_RANGERM_08
0x82E	TR_RANGERM_09
0x82F	TR_RANGERW_06
0x830	TR_RANGERW_07
0x831	TR_RANGERW_08
0x832	TR_RANGERW_09
0x833	TR_SAILOR_10
0x834	TR_SAILOR_11
0x835	TR_SAILOR_12
0x836	TR_SCIENTIST_09
0x837	TR_SCIENTIST_10
0x838	TR_SCIENTIST_11
0x839	TR_SHINOBI_11
0x83A	TR_SHINOBI_12
0x83B	TR_SHINOBI_13
0x83C	TR_SISTER_12
0x83D	TR_SISTER_13
0x83E	TR_SKIERM_06
0x83F	TR_SKIERM_07
0x840	TR_SKIERM_08
0x841	TR_SKIERM_09
0x842	TR_SKIERW_06
0x843	TR_SKIERW_07
0x844	TR_SKIERW_08
0x845	TR_SKIERW_09
0x846	TR_SWIMMERM_24
0x847	TR_SWIMMERM_25
0x848	TR_SWIMMERM_26
0x849	TR_SWIMMERW_23
0x84A	TR_SWIMMERW_24
0x84B	TR_SWIMMERW_25
0x84C	TR_TANPAN_19
0x84D	TR_TANPAN_20
0x84E	TR_TANPAN_21
0x84F	TR_TANPAN_22
0x850	TR_TANPAN_23
0x851	TR_TANPAN_24
0x852	TR_UKIWAB_05
0x853	TR_UKIWAB_06
0x854	TR_UKIWAG_05
0x855	TR_VETERAN_14
0x856	TR_UKIWAG_06
0x857	TR_VETERAN_15
0x858	TR_VETERAN_16
0x859	TR_VETERAN_17
0x85A	TR_CAMERAMAN_04
0x85B	TR_CAMERAMAN_05
0x85C	TR_CAMERAMAN_06
0x85D	TR_CAMERAMAN_07
0x85E	TR_CAMERAMAN_08
0x85F	TR_GUITARIST_13
0x860	TR_GUITARIST_15
0x861	TR_GUITARIST_16
0x862	TR_GUITARIST_17
0x863	TR_GUITARIST_18
0x864	TR_GUITARIST_19
0x865	TR_IDOL_06
0x866	TR_IDOL_07
0x867	TR_IDOL_08
0x868	TR_IDOL_09
0x869	TR_IDOL_10
0x86A	TR_INTERVIEW_02
0x86B	TR_INTERVIEW_03
0x86C	TR_INTERVIEW_04
0x86D	TR_INTERVIEW_05
0x86E	TR_PIERROT_07
0x86F	TR_PIERROT_08
0x870	TR_PIERROT_09
0x871	TR_PIERROT_10
0x872	TR_PIERROT_11
0x873	TR_POKEGIRL_07
0x874	TR_POKEGIRL_08
0x875	TR_POKEGIRL_09
0x876	TR_POKEGIRL_10
0x877	TR_POLICE_08
0x878	TR_REPORTER_03
0x879	TR_REPORTER_04
0x87A	TR_REPORTER_05
0x87B	TR_REPORTER_06
0x87C	TR_SCIENTIST_12
0x87D	TR_SWIMMERM_27
0x87E	TR_WAITER_05
0x87F	TR_WORKER_15
0x880	TR_TANPAN_25
0x881	TR_MINI_20
0x882	TR_TANPAN_26
0x883	TR_TANPAN_27
0x884	TR_MINI_21
0x885	TR_TANPAN_28
0x886	TR_TANPAN_29
0x887	TR_MINI_22
0x888	TR_TANPAN_30
0x889	TR_KUROTUGU_01
0x88A	TR_COLDELITEM_09
0x88B	TR_COLDELITEW_09
0x88C	TR_SCIENTIST_13
0x88D	TR_SCIENTIST_14
0x88E	TR_SCIENTIST_15
0x88F	TR_POKEGIRL_11
0x890	TR_GINGAM_31
0x891	TR_GINGAM_32
0x892	TR_GINGAM_33
0x893	TR_GINGAM_34
0x894	TR_RIVAL_19
0x895	TR_RIVAL_20
0x896	TR_RIVAL_21
0x897	TR_RIVAL_22
0x898	TR_RIVAL_23
0x899	TR_RIVAL_24
0x89A	TR_GINGAM_35
0x89B	TR_WORKER_16
0x89C	TR_WORKER_17
0x89D	TR_WORKER_18
0x89E	TR_GINGAM_36
0x89F	TR_GINGAM_37
0x8A0	TR_GINGAM_38



//----------------------------------------------------------------------	
//	１日１回クリアされるフラグ(192個)
//	
//	※スクリプトのみでセットする＆個数が少ないのでsaveflag.hで同居
// 	(TIMEFLAG_START - )
//----------------------------------------------------------------------	
// TIMEFLAG_START はevwkdef.hで定義	
0xAA0	TMFLG_SEED_PRESENT
0xAA1	TMFLG_T05PC0101_ITEM_GET
0xAA2	TMFLG_URANIWA_ENCOUNT
0xAA3	TMFLG_C06R0201_SEED_PRESENT
0xAA4	TMFLG_C08R0201_RIBBON_GET
0xAA5	TMFLG_T07R0101_ESTHTIQUE
0xAA6	TMFLG_C08R0201_WEEK_TALK
0xAA7	TMFLG_C08R0201_FIRST_DAY
0xAA8	TMFLG_D02_FUUSEN
0xAA9	TMFLG_KUJI_DAY
0xAAA	TMFLG_T03R0101_SEED_PRESENT
0xAAB	TMFLG_L02R0101_INIT
0xAAC	TMFLG_C07R0801_DRESSING
0xAAD	TMFLG_C09R0201_NANKAI
0xAAE	TMFLG_R221R0201_ITEM_GET
0xAAF	TMFLG_C01R0201_BATTLE_END
0xAB0	TMFLG_D25R0106_SPPOKE_END
0xAB1	TMFLG_T04R0301_NEWS_END
0xAB2	TMFLG_C11_RIVAL_BTL
